id,label,review
11,0,"This is a most handsome film. The color photography is beautiful as it shows the lavishness of the Metropolitan Opera House in brilliant color. Other indoor scenes at various mansions, etc are equally brilliant. As for the music, what more can be said other than that Lanza's voice was at its' peak as he sang so many of the worlds' best known and beloved arias. The marvelous Dorothy Kirsten is also a joy as her soprano voice blends with that of Lanza in delightful harmony. Of course, Hollywood took their customary liberties with the life story of Caruso. There is precious little in the story line that relates to actual events. For example, the facts relating to his death are totally fabricated and bear no relationship to the truth. There are some very good web sites that tell the true story of Caruso and contain several pictures of him. These web sites can be located by using any good search engine. There are also several books available concerning his life history. But, the fictional story line does nothing to mar this beautiful film. The voices of Lanza, Kirsten, and the chorus members are the real stars of this movie. Enjoy, I know that I sure did."
12,1,This is not great cinema. The film is cliche ridden and in many places it is a copy of the original Carrie. The parallels with the original film are striking but with an added improbability about the telekenetic powers being congenital.<br /><br />I can't say that I disliked the film because it at least passed a couple of hours ... but these were passed as one would read an undemanding book on a long train journey. That book would not be great literature but would absorb one for a while and be forgotten soon afterwards in that it would blend in with the numerous other cliche ridden books. Likewise the film was okay whilst it lasted but is perhaps forgettable. At least I think it is. I cant remember much about it now!!
13,0,"People who thought that THE CHRONICLES OF RIDDICK sucked harder than the black hole that swallowed up EVENT HORIZON, probably didn't see the movie that spawned Vin Diesel's skin-headed killer to begin with, and probably have no intention of doing so. Too bad, because PITCH BLACK actually does kick major ass.<br /><br />Directed by genre vet David Twohy, (WARLOCK and the excellent but underrated BELOW) and written by siblings Jim and Ken Wheat (LIES, SILENT SCREAM), PITCH BLACK begins with an 'ALIEN'-esque prologue. When a combination cargo freighter/passenger ship is badly damaged by a freak meteor shower (in which the captain is also killed), the co-pilot, Carolyn Fry (SILENT HILL'S Radha Mitchell) has an important decision to make: ditch the cargo or the passengers? Close to picking ore over occupants, the crash landing derails her ultimate course of action.<br /><br />No matter, because the catastrophic landing has been made on a foreboding rock that once held a mining colony. Amongst the survivors are a couple of settlers, Shazza (FARSCAPE's Claudia Black) and Zeke (John Moore); an Imam (Keith David) and his young followers (can you say 'red shirts' boys and girls?); an antiques dealer named Paris Ogilvie (Lewis Fitz-Gerald); a 'young boy' named Jack (Rhianna Griffith), and the most controversial members of the group: a Marshall named Johns (the excellently slimy Cole Hauser) and his prisoner...a dangerous murderer named Riddick (Diesel). <br /><br />How the group dynamics shake out make for a lot of the dramatic tension, especially with concerns about Riddick and how many people he might slice and dice if he ever gets away. But no one here gets out alive, as the saying goes, and the biggest twists have less to do with how they get along, than how they'll survive when they discover the unthinkable. They are not alone on the planetoid. Things that are hungry, taloned and quick are slithering around just where they can't be seen, living in the darkness where they can survive and thrive. They want the flesh of the new arrivals to sate their appetites, but they can't come out into the searing daylight to forage for food.<br /><br />Does the phrase 'total eclipse' make things a little more interesting? You betcha. Hence the more-than-fitting title.<br /><br />Vin, more monosyllabic than Clint Eastwood's Dirty Harry on his grumpiest day, dripping more testosterone than sweat, has a field day here with a character that really does seem worth a sequel or two, and Hauser, oozing menace and bile is every bit as good as his dad Wings was at on-screen villainy. Surprisingly, though, Mitchell holds her own and manages to be strong and sympathetic as Fry. You would expect no less than a strong showing from Black, She Who Once Was 'Aeryn Sun', and she doesn't disappoint. (Too bad her role wasn't bigger, but that's all I'll say about it.) And David makes his usual indelible impression as the holy man whose faith will truly be tested in the very pit of Hell itself.<br /><br />The pace moves faster than Riddick slipping up behind his prey with a shank in his teeth, and once the darkness descends, the terror and tension never let up, pretty much as in other classic sci-fi/horror flicks which this imitates. But if imitation truly is the sincerest form of flattery, Dave Twohy and the Wheats deserve major backslaps for getting this one right with a vengeance, and for giving us an ending that is anti-Hollywood to the max.<br /><br />I don't want to spoil the surprises, so I won't say much more, except that if you saw CHRONICLES first and weren't too happy, give PITCH BLACK a chance anyway. And if you've seen neither, definitely start with this one. <br /><br />I don't know what Vin is up to now, but he could certainly do worse than to give these guys a call again. I'd love to see what they would dream up next..."
14,1,"**** Possible Spoiler **** <br /><br />If you were making a serious movie involving a powerful, but aging father with three apparently ungrateful daughters, featuring actors of the highest caliber, with great cinematography and a beautiful Midwestern setting, now where would you go with it? Why, you'd fashion a modern tragedy after 'King Lear' of course.<br /><br />That's what I was expecting. That certainly wasn't what I got. What I got was 105 minutes of feminist tripe--one long harangue about man's inhumanity to woman. Why, there wasn't a decent male in the entire story.<br /><br />You see early on where this film might be headed, but you can't believe anyone would waste all these fine actors and craftsmen on that trite scenario--you just want them to get on with the King Lear theme. But it never happens; and there's the real tragedy if you ask me.<br /><br />Aside from the panorama of glorious rural heartland, about the only thing worth watching in this film was that wonderful chameleon, British actor Colin Firth, practicing his Midwestern accent. Now there was a treat.<br /><br />3/10"
15,0,"The Thief of Bagdad is a treasure. First and foremost, it is a good story. Though my four children's primary exposure to this tale, the most famous of the stories of the Arabian Nights, comes from the Disney Corporation, the Thief of Bagdad held their interest to the end. The story moves along at a good pace and includes a twist or two that reduced predictability. Sabu, who plays the young thief, Abu, also measures up to any of today's teen actors in appeal, judging from the number of times I heard my oldest daughter say, 'He's c-u-t-e!' <br /><br />In 1940, the film won Oscars for cinematography and special effects. Today, of course, those effects seem very dated ('Look, it's Barbie flying through the air,' declared my daughter at the sight of the genie flying). Yet they fit into the story well. The film is, after all, over 60 years old. The effects fit with the script. Furthermore, what ones sees in The Thief of Bagdad remained pretty much state-of-the-art for the next twenty-five years. One need only compare the opening montage from a 1967 Star Trek episode to see this. In that, it was quite an achievement.<br /><br />This qualifies as a family film, though there are a few stabbings near the end. The acting is so obvious and the wounds so bloodless as to those scenes nearly as artificial as animation.<br /><br />All in all, a fun film worth watching for either an evening of pure entertainment, or for the historical value of the effects. I recommend it."
16,1,"No? Didn't think so! Well, in that case all you have to do is stay far, far away from 'Do You Wanna Know A Secret', as it's just the umpteenth pointless post-'Scream' slasher with absolutely no redeeming value whatsoever. The plot is extremely ridiculous; the characters are insufferably dumb, the gore-factor is negligible and the whole thing is just plain boring! As you can derive from the title already, this film is mainly inspired by 'I Still Know What You Did Last Summer', as the events take place in a similar setting and the killer's motivations are equally stupid. Why anyone would want to steal ideas from junk like 'IKWYDLS' is a complete mystery to me, anyway. At least that film could depend on the precious rack of Jennifer Love Hewitt, whereas the girls in this junk are, apart from brainless, also terribly unattractive. One year after the still unsolved murder of her boyfriend, Beth Morgan, her new adulterous lover and four other simple-minded college students go to Florida to spend their Spring Break holiday in a fancy beach house. The killer hasn't made a move all year, but now he follows the posse to Florida and starts butchering them whilst leaving behind the titular message as some sort of business card. You really don't need to be a horror-expert in order to quickly figure out which face hides behind the unspeakably ridiculous mask and the writers' attempts to put you on the wrong track are downright embarrassing. Since the plot is so thin, most of the film is purely irrelevant padding, including the sub plots regarding the incompetent Floridian police force and the 'mysterious' FBI inspector who seems to have a personal score to settle. The murder inexplicably happen off screen (don't you hate it when that happens?), there isn't even any gratuitous T&A to enjoy and you better don't get me started on the quality of the dialogs. Suffering through crap like this only makes you realize that the delightful spirit of the 80's slashers is gone for good."
17,0,"I recently rented the animated version of The Lord of the Rings on video after seeing the FANTASTIC 2001 live action version of the film. The Lord of the Rings live action trilogy directed by Peter Jackson will undoubtably be far better than George Lucas' Star Wars 'prequel' trilogy (Episodes 1-3) will ever be as the real fantasy film series of the 21st century!<br /><br />I remember seeing the animated version as a child, and I didn't quite understand the depth of the film at that time. Now that I have read the books, I understand what the whole storyline is all about. To be sure, some of the characters are quite silly, (Samwise Gangee is particularly annoying, almost as much as Jar Jar Binks in Star Wars Episode One, (AWFUL!)) but, I have to say it follows the book rather closely, and it goes into part of book two, The Two Towers. The good things are that the action is somewhat interesting and some of the animation is quite remarkable for it's time. The bad things are that it ends upruptly halfway through The Two Towers without any result of Frodo's quest to destroy the one ring, and the animation looks quite dated compared to today's standards. <br /><br />Overall, not AS bad as many say it is. BUT, the 2001 live action version is the new hallmark of The Lord of the Rings! At least Ralph Bakshi took the script seriously! Peter Jackson has said that the animated version inspired him to read the books, which in turn caused him to create one of the greatest fantasy series ever put on film, so we can at least thank Ralph Bakshi for that matter! I'll take the animated version of Lord of the Rings over the live version of Harry Potter anyday!<br /><br />A 7 out of a scale of 1-10, far LESS violent than the 2001 live action version, but NOWHERE near as good! For diehard fans of the books and film versions of The Lord of the Rings."
18,1,"This movie was heavily marred by the presence of Steven Seagal. Or as I should say Steven So-dull! Like before Seagal is either too good or too stupid to re-dub his own lines, leaving someone to impersonate his voice for the shots where the sound needed to be looped. A few films before this was he has done this too, but I don't think to this extent! To be honest the film looks pretty good, the script could use some work but parts of this film looked like a real movie! Of course, all told, this film is pretty bad.<br /><br />It would have been much better without Seagal who has become a cartoon of himself. Don't bother. Anything over a buck for this one is too much! I honestly think this is the last time for me and a Seagal film. What's taken me so long to realize this?!"
19,0,"http://video.google.com/videoplay?docid=211772166650071408&hl=en Distribution was tried.<br /><br />We opted for mass appeal.<br /><br />We want the best possible viewing range so, we forgo profit and continue our manual labor jobs gladly to entertain you for working yours.<br /><br />View Texas tale, please write about it... If you like it or not, if you like Alex or not, if you like Stuie, Texas or Texas tale... Just write about it.<br /><br />Your opinion rules."
20,1,"In Halloween, three friends seek an ancient cemetery in the suburb for fun and remove a cross from a tomb, where Jack-O was buried many years ago by the farmer Arthur Kelly. The evil creature is unleashed, kills the trio and seeks the descendants of the Kelly family for revenge.<br /><br />The cheesy 'Jack-O' is a combination of a terrible story with awful acting. I was curious with the name of John Carradine in the credits and I can not imagine how a relative authorizes the use of archive footage in such a bad movie, showing a total lack of respect with the name of this great actor. It is impressive how bad the acting is, shifting the film to a comedy instead of the proposed horror genre. This is the type of movie good to see with a group of friends, drinking beer, making comments and laughing a lot. My vote is three.<br /><br />Title (Brazil): 'Jack-O  Demônio do Halloween' ('Jack-O  Demon of the Halloween')"
21,0,"I've never laughed and giggled so much in my life! The first half kept me in stitches; the last half made me come completely unglued! I think I giggled for 15 minutes after the tape was over.<br /><br />His timing and delivery for his stories is almost unequaled. And though he talks fast, you catch every joke. Which is probably why my 'laugh center' was so overwhelmed; it took an extra 15 minutes to laugh at everything.<br /><br />"
22,1,"Why did I have to go out and buy (yes buy!) JACK FROST 2: REVENGE OF THE MUTANT KILLER SNOWMAN??? Maybe it was a burst of temporary mental derangement? But I'm guessing it's because I kind of enjoyed the first JACK FROST. It was a silly but funny horror-comedy which had some okay effects by Screaming Mad George. That and the fact that on the back-cover of the sequel there was this nice picture of this guy impaled by this giant icicle (coming out of his mouth with a lot of blood and all). So I thought: if it's as idiotic as the first and has some nice splatter/gore in it, it should be fun, right? Well, I was so dead wrong! <br /><br />Let me first say that the movie deserves some credit for having an immensely insane and retarded plot. I mean, a mutant killer snowman on a tropical island that spawns mutant killer baby snowballs which can only be killed or harmed by bananas??? As much as I love the premise, I really hated the movie. First of all: while the first JACK FROST looked like an actual movie (seemingly being shot on real film and all), this sequel has the look and feel of a third-rate soap-opera. It has this way too slick shot-on-video look. The lighting is just plain awful (bright white spots for the day look, and stupid colors like blue and green at night). The acting... well don't even go there. The dialogues range from stiff to extremely senile (that Jamaican man was just moronic, saying 'man' after every sentence). And when it comes to the voice of the killer snowman, all I could think of was a seventh-rate Chucky from CHILD'S PLAY spewing dumb and supposedly witty one-liners before he kills someone.<br /><br />The best joke was were one guy asks 'Why are you talking to your watch?'. And the best scene was undoubtedly the one with that beautiful Asian chick popping up out of nowhere and taking a swim in the pool totally naked (thank god for that!). Oh, yeah, and that little scene over the end-credits with those two Japanese dudes on a miniature ship being badly dubbed had me laughing too. But the worst thing about this movie was: Where was the gore and splatter action everyone is talking about? There were plenty of occasions to show some decent gory killings. A lot of people were killed off in original ways here, but all off-screen. Like I've read in many other comments, there were indeed nice set-ups to a head explosion, a crushed body, eyes being poked out, tongue ripped out,... but on the crucial moments the editor cuts away to some blood splatters on the floor or nothing at all. That frontal shot of that British guy being impaled (from the back-cover of the DVD) wasn't even in the movie. I only saw that particular killing filmed from the back (meaning I didn't see sh!t!). I was waiting throughout the whole movie for that to happen, and then I get to see nothing?!?! What a let-down! Could it be that I saw a cut version of the movie? That would be a shame, 'cause only a decent amount of splatter-fun could have saved this movie if you ask me. Seeing a lot of killer snowballs reduced to bloody pulp just didn't cut it for me. Speaking of those snowballs: they were done very poorly. They made MUNCHIES look like state-of-the-art 'animatronics'. But I guess that was the whole point of it. At some point, the special effects crew even turned to some laughably bad CGI. Boy, you really have to see it to believe it. Best is to not see it, actually, 'cause this flick is just too bad (okay, I did laugh with it, for it kept getting worse and worse). Just stick with the first JACK FROST (1996) and you'll be okay (just bare in mind that it's a pretty silly horror-comedy but fun in it's own right).<br /><br />It's funny, but writer/director Michael Cooney somehow must have realized that he was a pretty bad director after JACK FROST 2, and then focused on writing. Turns out he then wrote two pretty good thriller screenplays for THE I INSIDE (starring Ryan Phillippe) and IDENTITY (starring John Cusack). So the man seems to have some talent after all.<br /><br />Now it would be far too easy to give JACK FROST 2 the lowest rating possible. So I say one point for that naked Asian babe doing the skinny dipping and one point for those completely retarded snowball babies. Way to go Mr. Cooney!"
23,0,"Some movies seem to be made before we are ready for them. As I watched this film, made in 1988, in 1999, I thought I was watching the O.J. Simpson debacle (although I have very different opinions about the innocence of the individuals in each situation).<br /><br />The Australian news media, if this movie is to be believed, devoured the case of a possible infanticide and truth was left as an afterthought. It was scary to see the scenes of invasive, swarming media hordes, ridiculous accounts of half-truths and lies and debates over the supposed merits of the case by persons at all levels of society.<br /><br />Equally appalling is the media's depiction as indifferent and uncomprehending of the technical information in the case. I do wish more was made of the issue of religious prejudice in the case (the accused are Seven-Day Adventists).<br /><br />Today these circuses have become common but that makes the lesson only more important.<br /><br />Streep is excellent as usual, and this is the best I've ever seen Sam Neill. The Aussie accents get a bit thick at times but not incomprehensible."
24,1,"Why is it that Canada can turn out decent to good movies in every genre, other then action? I caught Dragon Hunt on TV the other day and it was like a train wreck. I just could not change the channel, it's sheer stupidity sapped my willpower. Its pretty telling that the cast IMDb 'credits' with this monstrosity apparently never worked again.<br /><br />Bad acting, bad writing, bad narration, bad music, bad hair, bad cinematography. It just goes on and on. The movie really has nothing to recommend it. If you're looking for bad action films to enjoy by laughing out, there are a tonne of other films that won't require you to scorch out your retinas afterwards.<br /><br />I hope this film didn't get money from the government for financing, otherwise I'm never paying taxes again."
25,0,"The movie Titanic makes it much more then just a 'night to remember.' It re writes a tragic history event that will always be talked about and will never been forgotten. Why so criticised? I have no idea. Could/will they ever make a movie like Titanic that is so moving and touching every time you watch it. Could they ever replace such an epic masterpiece. It will be almost impossible.<br /><br />The director no doubt had the major impact on the film. A simple disaster film (boring to watch) converted to an unbelievable romance. Yes I'm not the Romance type either, but that should not bother you, because you will never see a romance like this. Guaranteed! Everything to the amazing effects, to the music, to the sublime acting. <br /><br />The movie creates an amazing visual and a wonderful feeling. Everything looks very real and live. The legend herself 'TITANIC' is shown brilliantly in all classes, too looks, too accommodation. The acting was the real effect. Dicaprio and Winslet are simply the best at playing there roles. No one could have done better. They are partly the reason why the film is so great. <br /><br />I guess it's not too much to talk about. The plot is simple, The acting is brilliant, based on a true story, Probably more then half of the consumers that watch the film will share tears, thanks to un imaginable ending which can never be forgotten. Well if you haven't seen this film your missing out on something Hesterical, and a film to idolise for Hollywood. Could it get better? No. Not at all. The most moving film of all time, don't listen to people, see for yourself then you will understand. A landmark. (don't be surprised if you cry too)"
26,1,This little show is obviously some stupid little prequel/spin off of the original series.<br /><br />Compared to the live action series this show is utter crap. The live action show had intelligent jokes and story lines. While the animated series is basically a toned down bittersweet version for younger viewers to digest but i think maybe kids deteste this crap.<br /><br />The storyline in every episode is basically just Sabrina has some stupid and pointless dillemma and she uses magic to fix it. Thats basiclly the idea every episode. The most bizarre episode was when Sabrina uses magic to become Gem and Gem to become Sabrina. So then Gem becomes a witch and hypnotizes harvery to become her slave. This then leads to a bizarre yet rather interesting scene were Gem says 'just adore me for now' and harvey get down on his hands and knees and starts kissing her feet like shes a god. (which is quite right since he's her mind control slave) But this stupid spin-off is not worth the time or the effort.
27,0,"By no means my favourite Austen novel, and Paltrow is by no means my favourite actress, but I found the film almost totally delightful. Paltrow does a good job, and Cummings, Stevenson and the one who plays 'Miss Bates' are all absolutely terrific. The period detail is not alienating; the feel of the movie is just right, in fact. But the real 'find' is Jeremy Northam as Mr Knightley. There could not be more perfect casting, IMO. I hated Mr K in the novel, but found him wonderfully human and humane in the film. Northam's good looks and smiling eyes are no hindrance to enjoyment, either! Highly recommended. AnaR"
28,1,"I am sitting here watching the film, Tango and Cash. IT led to a discussion about other great late 80s movies. The ridiculous Tunrer and Hooch, K9 connection came up.<br /><br />Granted I have never seen K9PI and if I still value my life, I never will. Joshua quotes this as his movie of the year. Wow. Wow. I am utterly astonished that this movie exists. But so much more than that the fact that Joshua likes this move disturbs me to the core. I think Joshua is one interesting guy <br /><br />K9<br /><br />K9"
29,0,"An especially delightful film to those of us who saw this when young because after all it was meant for the young to watch - when viewing it again as an adult it's better if rose-tinted spectacles can kick in. It was the first of the 16 Jungle Jim films and later TV series chunky Johnny Weismuller went on to do for Columbia (in the last 3 films he had to use his own name though as they'd lost the rights) after getting the sack from playing Tarzan for Sol Lesser. Johnny Sheffield also gave up playing Boy to become Bomba the Jungle Boy in a series of 12 films.<br /><br />Jim and party go on perilous safari to hunt down the hidden temple of Zimbalu manned by an obscure tribe of devil doctors who seem to have the secret of a poison that might also be a cure for polio. Edgar Rice Burroughs probably approved. After 16 years talking monosyllabically Weismuller seemed awkward stringing sentences together, not that it mattered. On the swift march we meet many of the interesting but generally playful denizens of the jungle, barring the sinister crocodile going to eat the leading lady with her leg caught under a twig and the surreal elephant stampede (stock footage squeezed into a corner of the frame). Skipper the dog and Caw-Caw the crow had many adventures, none of which turned out essential to the plot in case you were concentrating! The biggest problem with the film is the farcical climax, which can be exciting but also unfortunately remind you of the end of a serial part  and the original excellent serial had been made 12 years prior. Although personally I wouldn't have minded this going on another couple of hours as well!<br /><br />The only thing heavy about this was Weismuller; in so many ways an enjoyable kids film from the old days - not recommended for serious adults so I love it."
30,1,"This movie is one of the most wildly distorted portrayals of history. Horribly inaccurate, this movie does nothing to honor the hundreds of thousands of Dutch, British, Chinese, American and indigenous enslaved laborers that the sadistic Japanese killed and tortured to death. The bridge was to be built 'over the bodies of the white man' as stated by the head Japanese engineer. It is disgusting that such unspeakable horrors committed by the Japanese captors is the source of a movie, where the bridge itself, isn't even close to accurate to the actual bridge. The actual bridge was built of steel and concrete, not wood. What of the survivors who are still alive today? They hate the movie and all that it is supposed to represent. Their friends were starved, tortured, and murdered by cruel sadists. Those that didn't die of dysantry, starvation, or disease are deeply hurt by the movie that makes such light of their dark times."
